what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683513384
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683513542
error,log,,,"Unhandled event loop exception",1343683513884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683517982
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683518124
error,log,,,"Unhandled event loop exception",1343683518203
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343683520311
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683522341
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683543566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683551246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683555596
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343683566360
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1343683575823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343683581499
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343683584819
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.indent",1343683617940
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1343683624027
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343683639170
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343683651997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683668698
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683675399
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1343683677720
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1343683677943
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1343683678062
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1343683679602
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1343683683160
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683684085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683685788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683686053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683690744
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683691114
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683817718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683822473
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683854427
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343683855568
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1343683862616
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683864602
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683869955
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1343683870011
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683880153
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683888071
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683906805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683910627
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343683913767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683916068
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683917269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683919660
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683942759
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343683945315
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343683953241
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343683960084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684030193
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1343684053889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684056928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684121222
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1343684124008
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1343684124025
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1343684124027
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1343684124567
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1343684124721
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1343684125118
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1343684125126
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1343684125237
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1343684125272
opened,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343684125408
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343684125546
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1343684126444
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1343684126519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684129552
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684133132
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343684143886
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684148410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684150125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684155591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684158769
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684165296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684167295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684177813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684182108
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1343684185705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684187527
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684192160
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684193907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684197926
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684200344
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684212887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684214462
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684216544
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684229062
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684236942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684239965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684241670
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684246891
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684249685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684259283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684261238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684263780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684269403
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684270732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684272760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684276929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684278232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684278388
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684281108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684284839
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684308573
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684310493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684457903
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343684460362
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684469740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684471831
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1343684472863
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1343684473007
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684476996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684478343
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684499704
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684504665
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684507482
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684508471
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684516569
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1343684517075
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1343684517242
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1343684521178
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1343684521320
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684521856
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684522031
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684522208
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684522423
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684522647
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684522815
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343684523006
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684528951
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684531416
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684541386
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684543663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684546898
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684549014
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684551643
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1343684557294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684563295
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684563464
error,log,,,"Unhandled event loop exception",1343684563544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684564956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684572615
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684572800
error,log,,,"Unhandled event loop exception",1343684572866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684579890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684584887
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684592985
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343684608050
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343684612191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684614834
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684620924
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1343684626270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684628540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684708808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684710299
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684710562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684712586
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.format",1343684731207
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343684738402
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684745888
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684900319
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343684901856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684964972
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343684987428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685012544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685012961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343685014497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343685020611
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineEnd",1343685026694
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343685027900
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343685033363
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343685034859
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.wordNext",1343685035211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343685038180
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685041258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685042789
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685042933
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685044574
opened,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1343685052846
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1343685052884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685062435
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685067412
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1343685069936
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1343685069959
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343685071427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343685073284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685076060
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685077428
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685077570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685079815
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1343685083279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685084790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685089000
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343685089024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685098994
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685128034
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1343685144297
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343685151639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685167283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685179046
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1343685193459
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343685228749
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343685229924
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343685239721
activated,editor,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.editors.CommonXmlEditor",1343685241768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1343685258266
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1343685260591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343685264912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685267987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685269363
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1343685269507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685273601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685275890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343685284169
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1343685291053
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685304348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685306394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685306550
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685308117
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685310470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685362785
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1343685384487
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685428929
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685465485
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1343685468388
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1343685483926
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.structure.select.previous",1343685490582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685493399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685565194
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1343685570440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1343685601184
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685602654
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343685621872
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685629080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685629419
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685629632
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685629797
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1343685629977
